crown_id,individual,site,year,easting,northing,hsi_path,lidar_path,rgb_path,individual_id,species,species_name,label_site,height,stemDiameter,canopyPosition,plantStatus,plot
TEAK_2019_NEON.PLA.D17.TEAK.01221_1991,NEON.PLA.D17.TEAK.01221,TEAK,2019,321000,4096000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01221_1991.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01221_1991.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01221_1991.tif,NEON.PLA.D17.TEAK.01221,ABMA,Abies magnifica A. Murray bis,TEAK,,175.0,Full sun,Standing dead,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01643_2745,NEON.PLA.D17.TEAK.01643,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01643_2745.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01643_2745.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01643_2745.tif,NEON.PLA.D17.TEAK.01643,ABLO,Abies lowiana (Gordon & Glend.) A. Murray bis,TEAK,,40.9,Partially shaded,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01644_2755,NEON.PLA.D17.TEAK.01644,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01644_2755.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01644_2755.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01644_2755.tif,NEON.PLA.D17.TEAK.01644,ABLO,Abies lowiana (Gordon & Glend.) A. Murray bis,TEAK,,38.7,Partially shaded,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01645_2756,NEON.PLA.D17.TEAK.01645,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01645_2756.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01645_2756.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01645_2756.tif,NEON.PLA.D17.TEAK.01645,ABMA,Abies magnifica A. Murray bis,TEAK,,40.3,Partially shaded,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01664_2753,NEON.PLA.D17.TEAK.01664,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01664_2753.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01664_2753.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01664_2753.tif,NEON.PLA.D17.TEAK.01664,ABMA,Abies magnifica A. Murray bis,TEAK,,36.4,Partially shaded,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01681_3580,NEON.PLA.D17.TEAK.01681,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01681_3580.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01681_3580.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01681_3580.tif,NEON.PLA.D17.TEAK.01681,PICO,Pinus contorta Douglas ex Loudon,TEAK,,81.8,,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01687_3579,NEON.PLA.D17.TEAK.01687,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01687_3579.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01687_3579.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01687_3579.tif,NEON.PLA.D17.TEAK.01687,PICO,Pinus contorta Douglas ex Loudon,TEAK,,75.1,Partially shaded,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01688_3581,NEON.PLA.D17.TEAK.01688,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01688_3581.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01688_3581.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01688_3581.tif,NEON.PLA.D17.TEAK.01688,PICO,Pinus contorta Douglas ex Loudon,TEAK,,38.1,Partially shaded,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01691_3577,NEON.PLA.D17.TEAK.01691,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01691_3577.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01691_3577.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01691_3577.tif,NEON.PLA.D17.TEAK.01691,PICO,Pinus contorta Douglas ex Loudon,TEAK,,132.6,,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01695_3578,NEON.PLA.D17.TEAK.01695,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01695_3578.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01695_3578.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01695_3578.tif,NEON.PLA.D17.TEAK.01695,PICO,Pinus contorta Douglas ex Loudon,TEAK,,15.4,Mostly shaded,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01701_2760,NEON.PLA.D17.TEAK.01701,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01701_2760.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01701_2760.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01701_2760.tif,NEON.PLA.D17.TEAK.01701,ABLO,Abies lowiana (Gordon & Glend.) A. Murray bis,TEAK,,21.8,Partially shaded,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01702_2759,NEON.PLA.D17.TEAK.01702,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01702_2759.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01702_2759.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01702_2759.tif,NEON.PLA.D17.TEAK.01702,ABMA,Abies magnifica A. Murray bis,TEAK,,21.3,Partially shaded,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01708_2754,NEON.PLA.D17.TEAK.01708,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01708_2754.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01708_2754.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01708_2754.tif,NEON.PLA.D17.TEAK.01708,ABMA,Abies magnifica A. Murray bis,TEAK,,24.8,Partially shaded,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01710_2743,NEON.PLA.D17.TEAK.01710,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01710_2743.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01710_2743.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01710_2743.tif,NEON.PLA.D17.TEAK.01710,ABMA,Abies magnifica A. Murray bis,TEAK,,46.6,Partially shaded,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01717_2744,NEON.PLA.D17.TEAK.01717,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01717_2744.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01717_2744.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01717_2744.tif,NEON.PLA.D17.TEAK.01717,PICO,Pinus contorta Douglas ex Loudon,TEAK,,54.8,Full sun,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01723_2742,NEON.PLA.D17.TEAK.01723,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01723_2742.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01723_2742.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01723_2742.tif,NEON.PLA.D17.TEAK.01723,ABMA,Abies magnifica A. Murray bis,TEAK,,78.2,,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01725_2757,NEON.PLA.D17.TEAK.01725,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01725_2757.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01725_2757.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01725_2757.tif,NEON.PLA.D17.TEAK.01725,ABMA,Abies magnifica A. Murray bis,TEAK,,66.0,Mostly shaded,Standing dead,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01728_2758,NEON.PLA.D17.TEAK.01728,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01728_2758.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01728_2758.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01728_2758.tif,NEON.PLA.D17.TEAK.01728,ABMA,Abies magnifica A. Murray bis,TEAK,,31.6,Partially shaded,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01737_2736,NEON.PLA.D17.TEAK.01737,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01737_2736.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01737_2736.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01737_2736.tif,NEON.PLA.D17.TEAK.01737,PICO,Pinus contorta Douglas ex Loudon,TEAK,,66.7,,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01739_2761,NEON.PLA.D17.TEAK.01739,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01739_2761.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01739_2761.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01739_2761.tif,NEON.PLA.D17.TEAK.01739,ABMA,Abies magnifica A. Murray bis,TEAK,,35.7,Partially shaded,"Live,  other damage",unknown
TEAK_2019_NEON.PLA.D17.TEAK.01741_2735,NEON.PLA.D17.TEAK.01741,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01741_2735.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01741_2735.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01741_2735.tif,NEON.PLA.D17.TEAK.01741,ABMA,Abies magnifica A. Murray bis,TEAK,,56.9,Partially shaded,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01742_2737,NEON.PLA.D17.TEAK.01742,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01742_2737.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01742_2737.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01742_2737.tif,NEON.PLA.D17.TEAK.01742,PICO,Pinus contorta Douglas ex Loudon,TEAK,,61.5,,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01747_2738,NEON.PLA.D17.TEAK.01747,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01747_2738.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01747_2738.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01747_2738.tif,NEON.PLA.D17.TEAK.01747,ABMA,Abies magnifica A. Murray bis,TEAK,,46.1,Full sun,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01750_2739,NEON.PLA.D17.TEAK.01750,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01750_2739.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01750_2739.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01750_2739.tif,NEON.PLA.D17.TEAK.01750,PICO,Pinus contorta Douglas ex Loudon,TEAK,,60.0,Full sun,Standing dead,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01751_2740,NEON.PLA.D17.TEAK.01751,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01751_2740.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01751_2740.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01751_2740.tif,NEON.PLA.D17.TEAK.01751,ABMA,Abies magnifica A. Murray bis,TEAK,,24.5,Partially shaded,Standing dead,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01753_2741,NEON.PLA.D17.TEAK.01753,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01753_2741.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01753_2741.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01753_2741.tif,NEON.PLA.D17.TEAK.01753,ABMA,Abies magnifica A. Murray bis,TEAK,,43.0,Mostly shaded,Standing dead,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01762_2751,NEON.PLA.D17.TEAK.01762,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01762_2751.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01762_2751.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01762_2751.tif,NEON.PLA.D17.TEAK.01762,ABMA,Abies magnifica A. Murray bis,TEAK,,32.8,Partially shaded,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01764_2747,NEON.PLA.D17.TEAK.01764,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01764_2747.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01764_2747.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01764_2747.tif,NEON.PLA.D17.TEAK.01764,ABMA,Abies magnifica A. Murray bis,TEAK,,40.3,Partially shaded,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01765_2748,NEON.PLA.D17.TEAK.01765,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01765_2748.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01765_2748.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01765_2748.tif,NEON.PLA.D17.TEAK.01765,ABMA,Abies magnifica A. Murray bis,TEAK,,39.1,Partially shaded,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01766_2746,NEON.PLA.D17.TEAK.01766,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01766_2746.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01766_2746.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01766_2746.tif,NEON.PLA.D17.TEAK.01766,ABMA,Abies magnifica A. Murray bis,TEAK,,36.0,Partially shaded,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01775_2752,NEON.PLA.D17.TEAK.01775,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01775_2752.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01775_2752.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01775_2752.tif,NEON.PLA.D17.TEAK.01775,PICO,Pinus contorta Douglas ex Loudon,TEAK,,48.1,Partially shaded,Live,unknown
TEAK_2019_NEON.PLA.D17.TEAK.01788_2749,NEON.PLA.D17.TEAK.01788,TEAK,2019,321000,4097000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/TEAK_2019_NEON.PLA.D17.TEAK.01788_2749.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/TEAK_2019_NEON.PLA.D17.TEAK.01788_2749.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/TEAK_2019_NEON.PLA.D17.TEAK.01788_2749.tif,NEON.PLA.D17.TEAK.01788,ABMA,Abies magnifica A. Murray bis,TEAK,,45.3,Partially shaded,Live,unknown
